"","age","job_admin.","job_blue-collar","job_entrepreneur","job_housemaid","job_management","job_retired","job_self-employed","job_services","job_student","job_technician","job_unemployed","job_unknown","marital_divorced","marital_married","marital_single","marital_unknown","education_Basic","education_high.school","education_illiterate","education_professional.course","education_university.degree","education_unknown","default_no","default_unknown","default_yes","housing_no","housing_unknown","housing_yes","loan_no","loan_unknown","loan_yes","contact_cellular","contact_telephone","month_apr","month_aug","month_dec","month_jul","month_jun","month_mar","month_may","month_nov","month_oct","month_sep","day_of_week_fri","day_of_week_mon","day_of_week_thu","day_of_week_tue","day_of_week_wed","duration","campaign","pdays","previous","poutcome_failure","poutcome_nonexistent","poutcome_success","emp_var_rate","cons_price_idx","cons_conf_idx","euribor3m","nr_employed","y","logit_Predictions"
"20161",58,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,689,2,999,0,0,1,0,-1.8,92.893,-46.2,1.281,5099.1,1,0
"20169",59,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,52,2,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0
"20170",54,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,214,1,999,0,0,1,0,-3.4,92.431,-26.9,0.754,5017.5,0,0
"20176",51,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,384,3,999,0,0,1,0,1.1,93.994,-36.4,4.858,5191,0,0
"20179",34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1416,2,12,1,0,0,1,-2.9,92.201,-31.4,0.883,5076.2,1,1
"20187",33,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,89,4,999,0,0,1,0,1.4,93.918,-42.7,4.968,5228.1,0,0
"20192",30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,56,4,999,0,0,1,0,1.4,93.444,-36.1,4.962,5228.1,0,0
"20193",39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,183,2,999,0,0,1,0,1.1,93.994,-36.4,4.859,5191,0,0
"20196",39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,554,3,999,0,0,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0
"20206",50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,243,2,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"20212",34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,74,5,999,0,0,1,0,-1.8,92.893,-46.2,1.25,5099.1,0,0
"20213",40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,125,3,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0
"20214",52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,535,1,999,0,0,1,0,1.4,93.918,-42.7,4.96,5228.1,0,0
"20223",32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,233,1,999,0,0,1,0,1.4,93.444,-36.1,4.966,5228.1,0,0
"20227",30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,169,4,999,0,0,1,0,1.1,93.994,-36.4,4.856,5191,0,0
"20229",52,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,85,2,999,0,0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,0
"20232",34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,323,3,999,1,1,0,0,-1.8,92.893,-46.2,1.281,5099.1,0,0
"20235",40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,197,1,999,0,0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,0
"20237",40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,302,1,999,0,0,1,0,1.4,93.444,-36.1,4.962,5228.1,0,0
"20239",35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,159,10,999,0,0,1,0,-1.8,92.893,-46.2,1.354,5099.1,0,0
"20242",29,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2089,6,999,0,0,1,0,1.4,93.444,-36.1,4.965,5228.1,1,1
"20243",53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,99,6,999,0,0,1,0,-1.7,94.215,-40.3,0.899,4991.6,0,0
"20250",43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28,4,999,0,0,1,0,1.4,94.465,-41.8,4.864,5228.1,0,0
"20261",41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,177,2,999,0,0,1,0,1.1,93.994,-36.4,4.855,5191,0,0
"20271",41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,151,5,999,0,0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,0
"20278",43,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90,2,999,0,0,1,0,-1.8,93.075,-47.1,1.435,5099.1,0,0
"20286",38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,118,1,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"20288",56,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,488,1,999,0,0,1,0,-1.8,93.075,-47.1,1.365,5099.1,0,0
"20289",41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,268,1,999,1,1,0,0,-1.8,93.075,-47.1,1.435,5099.1,0,0
"20293",53,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,95,3,999,0,0,1,0,-0.1,93.2,-42,4.12,5195.8,0,0
"20294",35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,317,2,999,1,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,0
"20297",21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,149,1,999,0,0,1,0,-3.4,92.431,-26.9,0.73,5017.5,1,0
"20300",54,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,362,3,999,0,0,1,0,-0.1,93.2,-42,4.12,5195.8,0,0
"20302",41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,78,1,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0
"20308",43,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,76,1,999,0,0,1,0,1.4,93.918,-42.7,4.961,5228.1,0,0
"20309",46,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,64,1,999,0,0,1,0,1.4,94.465,-41.8,4.961,5228.1,0,0
"20310",31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,580,1,999,0,0,1,0,-1.8,92.893,-46.2,1.299,5099.1,0,0
"20317",30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,252,2,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0
"20318",38,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,353,1,999,0,0,1,0,-0.1,93.2,-42,4.153,5195.8,0,0
"20324",42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,364,2,999,0,0,1,0,-0.1,93.2,-42,4.153,5195.8,0,0
"20334",30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,327,2,999,0,0,1,0,-1.1,94.199,-37.5,0.879,4963.6,1,0
"20337",44,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,143,1,3,1,0,0,1,-2.9,92.201,-31.4,0.873,5076.2,0,1
"20338",37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,438,2,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"20342",33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,207,2,999,0,0,1,0,1.1,93.994,-36.4,4.858,5191,0,0
"20347",50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,193,1,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"20348",51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,360,1,999,0,0,1,0,1.1,93.994,-36.4,4.856,5191,0,0
"20350",30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,97,1,999,0,0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0
"20353",30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,40,1,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"20354",35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,253,2,999,0,0,1,0,1.1,93.994,-36.4,4.86,5191,0,0
"20359",56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,153,1,999,0,0,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0
"20360",43,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,114,1,999,0,0,1,0,1.4,94.465,-41.8,4.865,5228.1,0,0
"20361",46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,424,2,999,0,0,1,0,1.4,94.465,-41.8,4.96,5228.1,0,0
"20366",25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,309,2,999,0,0,1,0,1.4,93.918,-42.7,4.958,5228.1,0,0
"20373",36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,82,4,999,0,0,1,0,1.4,94.465,-41.8,4.967,5228.1,0,0
"20375",42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,678,1,16,1,0,0,1,-1.1,94.199,-37.5,0.886,4963.6,1,1
"20379",40,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,243,1,999,0,0,1,0,1.4,94.465,-41.8,4.866,5228.1,0,0
"20382",27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,176,2,999,1,1,0,0,-1.8,92.893,-46.2,1.291,5099.1,0,0
"20384",58,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,363,6,999,0,0,1,0,1.1,93.994,-36.4,4.858,5191,0,0
"20386",24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,129,1,999,0,0,1,0,-2.9,92.201,-31.4,0.873,5076.2,0,0
"20387",36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,73,1,999,0,0,1,0,1.4,93.444,-36.1,4.966,5228.1,0,0
"20389",47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,202,1,999,0,0,1,0,1.4,94.465,-41.8,4.866,5228.1,0,0
"20398",47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,159,2,999,0,0,1,0,1.1,93.994,-36.4,4.858,5191,0,0
"20401",30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,213,3,999,0,0,1,0,1.4,94.465,-41.8,4.864,5228.1,0,0
"20403",48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,1,999,1,1,0,0,-1.8,93.075,-47.1,1.445,5099.1,0,0
"20406",32,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,217,1,999,0,0,1,0,-3.4,92.431,-26.9,0.739,5017.5,0,0
"20410",43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,223,1,999,0,0,1,0,1.1,93.994,-36.4,4.859,5191,0,0
"20412",29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,62,3,999,0,0,1,0,1.4,93.918,-42.7,4.961,5228.1,0,0
"20414",45,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,93,1,999,0,0,1,0,1.1,93.994,-36.4,4.86,5191,0,0
"20415",50,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,35,6,999,0,0,1,0,1.4,94.465,-41.8,4.865,5228.1,0,0
"20424",52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,134,3,999,0,0,1,0,-0.1,93.2,-42,4.076,5195.8,0,0
"20429",38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,361,2,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0
"20431",31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,978,1,999,0,0,1,0,1.4,93.918,-42.7,4.957,5228.1,1,1
"20432",33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,251,1,999,0,0,1,0,-3.4,92.431,-26.9,0.731,5017.5,1,0
"20439",33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,313,2,999,0,0,1,0,-2.9,92.963,-40.8,1.26,5076.2,1,0
"20446",55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,55,1,999,0,0,1,0,1.1,93.994,-36.4,4.856,5191,0,0
"20450",33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,143,1,999,1,1,0,0,-0.1,93.2,-42,4.12,5195.8,0,0
"20453",36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21,6,999,0,0,1,0,1.1,93.994,-36.4,4.86,5191,0,0
"20460",30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,953,1,999,0,0,1,0,-3.4,92.431,-26.9,0.74,5017.5,0,1
"20461",30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,85,1,999,0,0,1,0,-0.1,93.2,-42,4.076,5195.8,0,0
"20463",25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,200,1,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0,0
"20464",42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,626,1,999,0,0,1,0,1.4,94.465,-41.8,4.961,5228.1,0,0
"20469",43,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,425,1,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"20473",62,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,717,2,999,0,0,1,0,-3.4,92.431,-26.9,0.739,5017.5,1,1
"20475",40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,212,1,999,0,0,1,0,1.4,94.465,-41.8,4.961,5228.1,0,0
"20479",43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,57,2,999,2,1,0,0,-1.8,92.893,-46.2,1.327,5099.1,0,0
"20485",50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,95,1,999,0,0,1,0,-1.8,92.893,-46.2,1.344,5099.1,0,0
"20488",39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,346,4,999,0,0,1,0,1.1,93.994,-36.4,4.855,5191,0,0
"20494",50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,180,1,999,0,0,1,0,1.4,93.918,-42.7,4.958,5228.1,0,0
"20502",46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,897,1,999,0,0,1,0,1.1,93.994,-36.4,4.859,5191,1,0
"20503",38,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,110,1,999,1,1,0,0,-0.1,93.2,-42,4.12,5195.8,0,0
"20507",31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,44,1,999,0,0,1,0,-1.8,92.893,-46.2,1.281,5099.1,0,0
"20513",37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73,3,999,0,0,1,0,-1.8,93.075,-47.1,1.365,5099.1,0,0
"20514",31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,220,4,999,0,0,1,0,-1.8,92.893,-46.2,1.354,5099.1,0,0
"20515",31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,166,1,999,0,0,1,0,1.4,93.918,-42.7,4.957,5228.1,0,0
"20516",51,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,289,4,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0
