"","price","speed","hd","ram","screen","ads","trend","pc_cluster_2$cluster"
"3041",1925,33,212,4,15,267,15,9
"3042",1399,33,270,4,14,267,15,9
"3043",2799,66,340,16,15,267,15,7
"3044",1694,33,107,2,14,267,15,9
"3045",2490,66,426,8,14,267,15,4
"3046",2444,50,426,8,14,267,15,4
"3047",1995,50,424,8,14,267,15,4
"3048",1794,25,214,4,14,267,15,9
"3049",1690,33,214,4,15,267,15,9
"3050",1644,25,214,4,14,267,15,9
"3051",1689,25,212,4,14,267,15,9
"3052",1975,33,424,8,14,267,15,9
"3053",1890,50,214,4,14,267,15,9
"3054",1990,25,426,8,14,267,15,9
"3055",1295,33,212,4,14,267,15,9
"3056",2479,66,212,4,15,267,15,4
"3057",1644,33,107,2,14,267,15,9
"3058",2845,66,424,8,17,267,15,2
"3059",2094,50,212,8,14,267,15,9
"3060",2889,33,340,4,17,267,15,2
"3061",2020,25,528,8,14,267,15,9
"3062",1995,66,214,4,14,267,15,4
"3063",2355,66,340,8,15,267,15,4
"3064",2219,33,340,4,14,267,15,9
"3065",3145,66,424,16,17,267,15,2
"3066",2775,66,420,16,15,267,15,7
"3067",2120,33,528,8,14,267,15,9
"3068",1790,33,214,4,14,267,15,9
"3069",1829,33,212,4,14,267,15,9
"3070",1495,25,340,8,14,267,15,9
"3071",2290,50,426,8,14,267,15,4
"3072",1794,33,212,4,14,267,15,9
"3073",3019,66,340,8,15,267,15,4
"3074",1894,50,420,4,15,267,15,4
"3075",1299,33,212,4,14,267,15,9
"3076",2544,25,528,16,14,267,15,5
"3077",2699,66,470,8,15,267,15,4
"3078",2244,33,426,8,14,267,15,9
"3079",1725,33,212,4,15,267,15,9
"3080",2094,50,214,4,14,267,15,9
"3081",1195,25,107,2,14,267,15,9
"3082",1744,25,214,4,14,267,15,9
"3083",2390,50,420,8,15,267,15,4
"3084",1295,33,107,2,14,267,15,9
"3085",1690,33,214,4,14,267,15,9
"3086",1744,33,214,4,14,267,15,9
"3087",2195,50,426,8,14,267,15,4
"3088",1795,50,212,8,14,267,15,9
"3089",1195,25,214,4,14,267,15,9
"3090",1844,33,214,4,14,267,15,9
"3091",2904,66,340,8,17,267,15,2
"3092",2144,33,426,8,14,267,15,9
"3093",2544,33,528,16,14,267,15,5
"3094",2569,50,340,8,14,267,15,4
"3095",1794,50,107,2,14,267,15,9
"3096",2819,50,340,8,15,267,15,4
"3097",2795,66,424,16,15,267,15,7
"3098",2849,66,527,16,15,307,16,7
"3099",1644,33,107,2,14,307,16,9
"3100",1799,33,170,4,14,307,16,9
"3101",1944,66,214,4,14,307,16,4
"3102",2690,100,426,8,14,307,16,4
"3103",2399,66,212,4,15,307,16,4
"3104",3090,100,528,16,15,307,16,7
"3105",2989,66,424,8,14,307,16,4
"3106",1944,50,214,4,14,307,16,9
"3107",2890,75,528,16,15,307,16,7
"3108",2144,33,426,8,14,307,16,9
"3109",2869,66,340,8,14,307,16,4
"3110",1395,33,107,2,14,307,16,9
"3111",1299,33,212,4,14,307,16,9
"3112",2094,75,107,2,14,307,16,4
"3113",3089,66,424,8,14,307,16,4
"3114",1995,75,214,4,14,307,16,4
"3115",2970,66,420,16,15,307,16,7
"3116",1999,33,527,8,14,307,16,9
"3117",1890,75,107,2,14,307,16,4
"3118",1299,25,100,4,14,307,16,9
"3119",1818,33,212,4,14,307,16,9
"3120",2295,66,424,8,15,307,16,4
"3121",2544,75,426,8,14,307,16,4
"3122",2929,66,527,16,15,307,16,7
"3123",3149,66,527,16,17,307,16,2
"3124",2425,33,424,8,17,307,16,2
"3125",1999,66,450,4,14,307,16,4
"3126",3090,100,528,16,14,307,16,7
"3127",1894,33,214,4,14,307,16,9
"3128",1195,25,107,2,14,307,16,9
"3129",2124,33,240,4,14,307,16,9
"3130",1794,33,212,4,14,307,16,9
"3131",2690,66,528,16,14,307,16,7
"3132",2644,33,528,16,14,307,16,5
"3133",2499,66,340,4,14,307,16,4
"3134",1995,33,426,8,14,307,16,9
"3135",2195,100,214,4,14,307,16,4
"3136",2904,66,340,8,17,307,16,2
"3137",2320,66,528,8,14,307,16,4
"3138",2219,33,340,4,14,307,16,9
"3139",2344,25,528,16,14,307,16,5
"3140",1744,50,107,2,14,307,16,9
"3141",1939,33,212,4,14,307,16,9
"3142",1599,33,170,4,14,307,16,9
"3143",3099,100,527,16,15,307,16,7
"3144",1509,25,120,4,15,307,16,9
"3145",2690,66,528,16,15,307,16,7
"3146",1744,33,214,4,14,307,16,9
"3147",3299,66,1000,16,15,307,16,7
"3148",2355,66,340,8,15,307,16,4
"3149",1589,25,212,4,14,307,16,9
"3150",3019,66,340,8,15,307,16,4
"3151",1595,66,214,4,14,307,16,4
"3152",2819,66,212,4,17,307,16,2
"3153",1694,33,107,2,14,307,16,9
"3154",2499,100,527,8,14,307,16,4
"3155",2090,33,426,8,14,307,16,9
"3156",1690,33,214,4,14,307,16,9
"3157",3799,66,527,8,17,307,16,2
"3158",2195,66,426,8,14,307,16,4
"3159",1290,25,107,2,15,307,16,9
"3160",2844,66,528,16,14,307,16,7
"3161",2290,100,214,4,15,307,16,4
"3162",1690,66,107,2,14,307,16,4
"3163",1844,50,214,4,14,307,16,9
"3164",1544,25,214,4,14,307,16,9
"3165",2090,33,426,8,15,307,16,9
"3166",2195,50,420,8,15,307,16,4
"3167",1739,33,120,4,14,307,16,9
"3168",2144,100,107,2,14,307,16,4
"3169",2999,100,527,16,15,307,16,7
"3170",2044,75,107,2,14,307,16,4
"3171",2845,66,540,8,17,307,16,2
"3172",2844,100,426,8,14,307,16,4
"3173",2520,75,528,8,14,307,16,4
"3174",1995,33,424,8,14,307,16,9
"3175",1825,66,425,8,15,307,16,4
"3176",2929,50,340,4,17,307,16,2
"3177",2744,50,528,16,14,307,16,5
"3178",3399,100,1000,16,15,307,16,7
"3179",1699,33,340,4,14,307,16,9
"3180",1794,50,107,2,14,307,16,9
"3181",1795,50,420,4,14,307,16,9
"3182",2244,100,107,2,14,307,16,4
"3183",1790,50,214,4,14,307,16,9
"3184",2294,100,107,2,14,307,16,4
"3185",3049,100,527,16,15,307,16,7
"3186",1594,33,340,4,15,307,16,9
"3187",1590,50,107,2,14,307,16,9
"3188",2029,33,340,8,14,307,16,9
"3189",2499,100,340,8,15,307,16,4
"3190",1495,50,107,2,14,307,16,9
"3191",2090,100,107,2,15,307,16,4
"3192",1795,66,214,4,14,307,16,4
"3193",3304,66,420,16,17,307,16,2
"3194",2799,50,340,8,15,307,16,4
"3195",1490,33,107,2,15,307,16,9
"3196",2795,75,528,16,14,307,16,7
"3197",3239,50,340,8,17,307,16,2
"3198",1690,33,340,4,14,307,16,9
"3199",1899,33,340,8,14,307,16,9
"3200",2343,66,426,8,14,307,16,4
"3201",1744,66,107,2,14,307,16,4
"3202",1999,33,340,8,15,307,16,9
"3203",1359,25,120,4,14,307,16,9
"3204",3659,66,424,8,17,307,16,2
"3205",3129,100,527,16,15,307,16,7
"3206",1889,33,120,4,15,307,16,9
"3207",2359,50,340,4,14,307,16,4
"3208",2419,33,212,4,17,307,16,2
"3209",2290,66,426,8,15,307,16,4
"3210",1999,33,340,8,14,307,16,9
"3211",1890,25,426,8,15,307,16,9
"3212",2290,100,214,4,14,307,16,4
"3213",1849,33,212,4,14,307,16,9
"3214",1844,66,107,2,14,307,16,4
"3215",2494,100,214,4,14,307,16,4
"3216",1929,25,120,4,17,307,16,2
"3217",3249,100,527,16,17,307,16,7
"3218",1475,33,340,4,14,307,16,9
"3219",1295,33,212,4,14,307,16,9
"3220",1259,25,120,4,14,307,16,9
"3221",1444,25,107,2,14,307,16,9
"3222",2799,66,527,16,15,307,16,7
"3223",1749,33,212,4,14,307,16,9
"3224",1499,33,170,4,14,307,16,9
"3225",2344,50,426,8,14,307,16,4
"3226",2495,66,540,8,15,307,16,4
"3227",2590,50,528,16,15,307,16,5
"3228",1344,25,107,2,14,307,16,9
"3229",1595,66,107,2,14,307,16,4
"3230",1920,25,528,8,14,307,16,9
"3231",3499,100,1000,16,15,307,16,7
"3232",2595,100,426,8,14,307,16,4
"3233",1399,33,170,4,14,307,16,9
"3234",2143,33,426,8,14,307,16,9
"3235",1395,33,214,4,14,307,16,9
"3236",1595,33,214,4,14,307,16,9
"3237",1690,66,107,2,15,307,16,4
"3238",1795,25,426,8,14,307,16,9
"3239",2944,75,528,16,14,307,16,7
"3240",1849,33,340,4,14,307,16,9
"3241",1469,33,340,4,14,307,16,9
"3242",1594,33,212,4,14,307,16,9
"3243",1865,33,425,8,15,307,16,9
"3244",1395,25,214,4,14,307,16,9
"3245",1290,25,107,2,14,307,16,9
"3246",2644,75,426,8,14,307,16,4
"3247",1999,66,340,8,15,307,16,4
"3248",2395,33,528,16,14,307,16,5
"3249",2645,66,424,8,17,307,16,2
"3250",3349,100,527,16,17,307,16,7
"3251",2120,33,528,8,14,307,16,9
"3252",1994,50,214,4,14,307,16,9
"3253",3044,75,528,16,14,307,16,7
"3254",1890,66,214,4,15,307,16,4
"3255",1595,33,214,4,14,307,16,9
"3256",1890,66,214,4,14,307,16,4
"3257",1944,75,107,2,14,307,16,4
"3258",2319,33,340,4,14,307,16,9
"3259",1995,66,425,8,15,307,16,4
"3260",1689,25,212,4,14,307,16,9
"3261",2609,33,212,4,17,307,16,2
"3262",2819,50,340,8,15,307,16,4
"3263",1195,25,214,4,14,307,16,9
"3264",2039,33,212,4,14,307,16,9
"3265",2425,50,212,8,17,307,16,2
"3266",1544,33,107,2,14,307,16,9
"3267",1990,50,420,4,14,307,16,9
"3268",2995,100,528,16,14,307,16,7
"3269",2344,100,214,4,14,307,16,4
"3270",3439,66,340,8,17,307,16,2
"3271",1895,100,340,4,14,307,16,4
"3272",2444,66,426,8,14,307,16,4
"3273",3129,66,527,8,14,307,16,7
"3274",1999,33,212,4,15,307,16,9
"3275",2249,66,212,4,14,307,16,4
"3276",2490,33,528,16,14,307,16,5
"3277",2899,100,527,16,15,307,16,7
"3278",2744,50,420,8,17,307,16,2
"3279",2195,25,528,16,14,307,16,5
"3280",2344,66,426,8,14,307,16,4
"3281",2294,75,214,4,14,307,16,4
"3282",2094,66,214,4,14,307,16,4
"3283",1495,33,340,4,14,307,16,9
"3284",2190,50,426,8,15,307,16,4
"3285",3379,66,527,8,15,307,16,7
"3286",2469,33,340,4,15,307,16,9
"3287",1645,33,340,4,14,307,16,9
"3288",2244,75,214,4,14,307,16,4
"3289",2290,66,426,8,14,307,16,4
"3290",2090,100,107,2,14,307,16,4
"3291",2343,66,426,8,14,307,16,4
"3292",1644,50,107,2,14,307,16,9
"3293",2220,50,528,8,14,307,16,4
"3294",2690,100,426,8,15,307,16,4
"3295",1839,25,212,4,15,307,16,9
"3296",1990,100,340,4,15,307,16,4
"3297",1490,33,107,2,14,307,16,9
"3298",2544,33,528,16,14,307,16,5
"3299",2509,50,340,4,15,307,16,4
"3300",2144,75,214,4,14,307,16,4
"3301",2095,50,426,8,14,307,16,4
"3302",1695,50,214,4,14,307,16,9
"3303",3144,100,528,16,14,307,16,7
"3304",1490,25,214,4,15,307,16,9
"3305",1499,33,170,4,15,307,16,9
"3306",2099,33,340,8,14,307,16,9
"3307",1595,66,340,4,14,307,16,4
"3308",1644,25,214,4,14,307,16,9
"3309",1995,33,426,8,14,307,16,9
"3310",2769,66,340,8,14,307,16,4
"3311",2669,50,340,8,14,307,16,4
"3312",2744,100,426,8,14,307,16,4
"3313",1490,25,214,4,14,307,16,9
"3314",2889,33,340,4,17,307,16,2
"3315",1925,33,212,4,17,307,16,2
"3316",2444,25,528,16,14,307,16,5
"3317",2195,66,426,8,14,307,16,4
"3318",2775,66,420,16,15,307,16,7
"3319",2499,66,528,16,15,307,16,7
"3320",2199,50,450,8,15,307,16,4
"3321",1399,33,270,4,14,307,16,9
"3322",2290,25,528,16,15,307,16,5
"3323",2490,75,426,8,15,307,16,4
"3324",2899,66,527,16,15,307,16,7
"3325",2090,75,214,4,15,307,16,4
"3326",1499,50,340,4,14,307,16,9
"3327",2695,66,528,8,15,307,16,4
"3328",1690,66,340,4,15,307,16,4
"3329",2390,50,420,8,15,307,16,4
"3330",2399,100,340,8,14,307,16,4
"3331",1590,50,107,2,15,307,16,9
"3332",2244,33,426,8,14,307,16,9
"3333",2744,66,528,16,14,307,16,7
"3334",2190,50,426,8,14,307,16,4
"3335",2065,100,340,4,14,307,16,4
"3336",1495,33,212,4,14,307,16,9
"3337",2529,100,340,8,14,307,16,4
"3338",1690,33,214,4,15,307,16,9
"3339",2569,50,340,8,14,307,16,4
"3340",3239,66,424,8,15,307,16,7
"3341",2044,66,214,4,14,307,16,4
"3342",1299,33,340,4,14,307,16,9
"3343",2199,50,425,8,15,307,16,4
"3344",1495,50,214,4,14,307,16,9
"3345",2775,66,530,16,17,307,16,2
"3346",2444,100,214,4,14,307,16,4
"3347",1894,66,107,2,14,307,16,4
"3348",2890,75,528,16,14,307,16,7
"3349",1795,66,340,8,14,307,16,4
"3350",2644,50,528,16,14,307,16,5
"3351",1725,33,212,4,17,307,16,2
"3352",1795,75,107,2,14,307,16,4
"3353",3244,100,528,16,14,307,16,7
"3354",2395,75,426,8,14,307,16,4
"3355",2259,25,212,4,17,307,16,2
"3356",2599,66,450,8,15,307,16,4
"3357",1695,50,340,8,14,307,16,9
"3358",3029,100,527,16,15,307,16,7
"3359",1639,33,120,4,14,307,16,9
"3360",1694,25,214,4,14,307,16,9
"3361",2499,66,528,8,15,307,16,4
"3362",1559,33,212,4,14,307,16,9
"3363",2590,50,528,16,14,307,16,5
"3364",2720,100,528,8,14,307,16,4
"3365",1570,33,340,4,15,307,16,9
"3366",2743,100,426,8,14,307,16,4
"3367",2189,33,212,4,15,307,16,9
"3368",2090,75,214,4,14,307,16,4
"3369",1944,25,426,8,14,307,16,9
"3370",1529,33,170,4,14,307,16,9
"3371",2494,25,528,16,14,307,16,5
"3372",2499,100,340,8,14,307,16,4
"3373",2595,66,530,16,15,307,16,7
"3374",1558,33,212,4,14,307,16,9
"3375",1395,25,340,8,14,307,16,9
"3376",1625,33,240,4,14,307,16,9
"3377",2309,33,120,4,17,307,16,2
"3378",1695,33,425,8,15,307,16,9
"3379",1844,33,214,4,14,307,16,9
"3380",2425,66,530,16,15,307,16,7
"3381",2550,66,340,8,15,307,16,4
"3382",1995,50,212,8,14,307,16,9
"3383",1765,66,340,4,14,307,16,4
"3384",1890,75,107,2,15,307,16,4
"3385",1595,33,340,8,14,307,16,9
"3386",1995,100,107,2,14,307,16,4
"3387",2949,100,527,16,15,307,16,7
"3388",1494,25,107,2,14,307,16,9
"3389",2490,75,426,8,14,307,16,4
"3390",1894,50,420,4,15,307,16,4
"3391",2495,50,528,16,14,307,16,5
"3392",2149,66,212,4,14,307,16,4
"3393",2244,50,426,8,14,307,16,4
"3394",3229,66,527,8,14,307,16,7
"3395",2490,33,528,16,15,307,16,5
"3396",2425,100,425,8,15,307,16,4
"3397",1890,25,426,8,14,307,16,9
"3398",2044,25,426,8,14,307,16,9
"3399",2290,25,528,16,14,307,16,5
"3400",1790,50,214,4,15,307,16,9
"3401",3397,66,450,16,15,307,16,7
"3402",2595,66,528,16,14,307,16,7
"3403",2259,50,340,4,14,307,16,4
"3404",2075,66,425,8,15,307,16,4
"3405",1195,25,107,2,14,339,17,9
"3406",2999,100,527,16,15,339,17,7
"3407",1795,25,426,8,14,339,17,9
"3408",1599,33,210,4,14,339,17,9
"3409",1644,25,214,4,14,339,17,9
"3410",1639,33,120,4,14,339,17,9
"3411",2690,100,426,8,14,339,17,4
"3412",1644,50,107,2,14,339,17,9
"3413",2694,75,426,8,14,339,17,4
"3414",1690,66,107,2,15,339,17,4
"3415",1465,66,210,4,14,339,17,4
"3416",1790,50,214,4,14,339,17,9
"3417",3129,66,527,8,14,339,17,7
"3418",1690,33,340,4,14,339,17,9
"3419",2195,25,528,16,14,339,17,5
"3420",2344,66,426,8,14,339,17,4
"3421",1999,33,420,8,14,339,17,9
"3422",1995,33,340,8,15,339,17,9
"3423",2299,100,452,8,15,339,17,4
"3424",3244,100,528,16,14,339,17,7
"3425",2249,100,420,8,14,339,17,4
"3426",1995,33,540,8,14,339,17,9
"3427",2499,66,340,4,14,339,17,4
"3428",2625,66,530,8,17,339,17,2
"3429",2095,50,426,8,14,339,17,4
"3430",1795,75,107,2,14,339,17,4
"3431",1799,66,212,4,14,339,17,4
"3432",1844,66,107,2,14,339,17,4
"3433",2365,66,540,8,15,339,17,4
"3434",1689,25,212,4,14,339,17,9
"3435",1995,66,340,8,14,339,17,4
"3436",2044,75,107,2,14,339,17,4
"3437",1999,33,212,4,15,339,17,9
"3438",1795,66,340,8,14,339,17,4
"3439",2394,50,426,8,14,339,17,4
"3440",1295,33,340,4,14,339,17,9
"3441",2609,33,212,4,17,339,17,2
"3442",1944,66,214,4,14,339,17,4
"3443",1890,25,426,8,15,339,17,9
"3444",2469,33,340,4,15,339,17,9
"3445",2144,75,214,4,14,339,17,4
"3446",1495,50,107,2,14,339,17,9
"3447",1644,33,107,2,14,339,17,9
"3448",2669,50,340,8,14,339,17,4
"3449",1899,50,340,8,15,339,17,4
"3450",2090,33,528,8,14,339,17,9
"3451",1879,33,340,8,15,339,17,9
"3452",2429,100,420,8,15,339,17,4
"3453",1695,50,340,8,14,339,17,9
"3454",2995,100,528,16,14,339,17,7
"3455",2265,100,340,8,15,339,17,4
"3456",1559,33,212,4,14,339,17,9
"3457",1495,33,340,4,14,339,17,9
"3458",1589,25,212,4,14,339,17,9
"3459",2259,50,340,4,14,339,17,4
"3460",2215,100,425,8,15,339,17,4
"3461",1795,100,210,4,14,339,17,4
"3462",1849,33,212,4,14,339,17,9
"3463",2190,50,426,8,14,339,17,4
"3464",1794,33,340,4,14,339,17,9
"3465",1690,33,214,4,14,339,17,9
"3466",1844,50,214,4,14,339,17,9
"3467",2090,75,214,4,15,339,17,4
"3468",2344,100,214,4,14,339,17,4
"3469",1260,33,210,4,15,339,17,9
"3470",2144,100,107,2,14,339,17,4
"3471",2199,100,340,8,14,339,17,4
"3472",2029,33,420,8,14,339,17,9
"3473",2509,50,340,4,15,339,17,4
"3474",1490,25,214,4,15,339,17,9
"3475",2065,66,540,8,15,339,17,4
"3476",1899,33,420,8,14,339,17,9
"3477",1495,33,340,4,14,339,17,9
"3478",1890,25,426,8,14,339,17,9
"3479",2215,66,425,8,15,339,17,4
"3480",2090,100,107,2,14,339,17,4
"3481",2299,100,425,8,14,339,17,4
"3482",2904,66,340,8,17,339,17,2
"3483",2425,66,340,8,17,339,17,2
"3484",1999,66,340,8,15,339,17,4
"3485",2115,66,340,8,15,339,17,4
"3486",2744,66,528,16,14,339,17,7
"3487",1999,33,420,8,15,339,17,9
"3488",1795,33,425,8,15,339,17,9
"3489",2290,66,426,8,14,339,17,4
"3490",1890,66,214,4,15,339,17,4
"3491",2090,75,214,4,14,339,17,4
"3492",1550,66,210,4,15,339,17,4
"3493",1890,75,107,2,15,339,17,4
"3494",2894,100,426,8,14,339,17,4
"3495",1490,33,107,2,14,339,17,9
"3496",2244,50,426,8,14,339,17,4
"3497",2544,33,528,16,14,339,17,5
"3498",2695,66,528,8,15,339,17,4
"3499",1915,66,425,8,15,339,17,4
"3500",2890,75,528,16,14,339,17,7
"3501",2244,75,214,4,14,339,17,4
"3502",1399,33,210,4,14,339,17,9
"3503",2399,66,212,4,15,339,17,4
"3504",2444,25,528,16,14,339,17,5
"3505",3799,66,527,8,17,339,17,2
"3506",1395,33,107,2,14,339,17,9
"3507",2944,75,528,16,14,339,17,7
"3508",1495,50,214,4,14,339,17,9
"3509",3144,100,528,16,14,339,17,7
"3510",1595,66,107,2,14,339,17,4
"3511",2590,50,528,16,14,339,17,5
"3512",2644,75,426,8,14,339,17,4
"3513",1590,50,107,2,14,339,17,9
"3514",1945,66,340,8,15,339,17,4
"3515",1995,33,426,8,14,339,17,9
"3516",1529,33,210,4,14,339,17,9
"3517",2425,100,425,8,15,339,17,4
"3518",2349,100,420,8,15,339,17,4
"3519",2144,33,426,8,14,339,17,9
"3520",2925,100,530,8,17,339,17,2
"3521",2249,66,212,4,14,339,17,4
"3522",2095,100,425,8,15,339,17,4
"3523",2094,25,426,8,14,339,17,9
"3524",2344,50,426,8,14,339,17,4
"3525",1744,33,214,4,14,339,17,9
"3526",2195,100,214,4,14,339,17,4
"3527",1890,66,214,4,14,339,17,4
"3528",2794,50,528,16,14,339,17,5
"3529",2309,33,120,4,17,339,17,2
"3530",1825,33,340,8,15,339,17,9
"3531",2845,100,540,8,17,339,17,2
"3532",3499,100,1000,16,15,339,17,7
"3533",1515,33,210,4,14,339,17,9
"3534",2558,100,425,8,14,339,17,4
"3535",2690,100,528,8,14,339,17,4
"3536",2244,100,107,2,14,339,17,4
"3537",2694,33,528,16,14,339,17,5
"3538",3239,50,340,8,17,339,17,2
"3539",1849,33,340,4,14,339,17,9
"3540",2644,33,528,16,14,339,17,5
"3541",2195,66,426,8,14,339,17,4
"3542",2419,33,212,4,17,339,17,2
"3543",2569,50,340,8,14,339,17,4
"3544",3019,66,340,8,15,339,17,4
"3545",3149,66,527,16,17,339,17,2
"3546",2090,33,426,8,14,339,17,9
"3547",2545,100,530,8,15,339,17,4
"3548",1345,33,210,4,14,339,17,9
"3549",2259,25,212,4,17,339,17,2
"3550",2590,50,528,16,15,339,17,5
"3551",2345,33,425,8,17,339,17,2
"3552",3049,100,527,16,15,339,17,7
"3553",2744,50,528,16,14,339,17,5
"3554",2395,33,528,16,14,339,17,5
"3555",2379,100,420,8,14,339,17,4
"3556",2645,66,540,8,17,339,17,2
"3557",1594,33,340,4,15,339,17,9
"3558",2445,66,425,8,17,339,17,2
"3559",2099,33,420,8,14,339,17,9
"3560",3090,100,528,16,14,339,17,7
"3561",2575,100,530,8,15,339,17,4
"3562",1739,33,120,4,14,339,17,9
"3563",2044,25,426,8,14,339,17,9
"3564",2425,33,540,8,17,339,17,2
"3565",2290,100,214,4,14,339,17,4
"3566",1839,25,212,4,15,339,17,9
"3567",1890,25,528,8,14,339,17,9
"3568",1290,25,107,2,15,339,17,9
"3569",2290,25,528,16,14,339,17,5
"3570",2399,100,420,8,14,339,17,4
"3571",2595,66,528,16,14,339,17,7
"3572",2494,25,528,16,14,339,17,5
"3573",2435,100,340,8,15,339,17,4
"3574",2844,100,426,8,14,339,17,4
"3575",2989,66,424,8,14,339,17,4
"3576",2545,100,425,8,15,339,17,4
"3577",2343,66,426,8,14,339,17,4
"3578",1249,25,100,4,14,339,17,9
"3579",1890,75,107,2,14,339,17,4
"3580",2179,66,425,8,14,339,17,4
"3581",1939,33,212,4,14,339,17,9
"3582",2390,50,420,8,15,339,17,4
"3583",1595,33,214,4,14,339,17,9
"3584",2929,50,340,4,17,339,17,2
"3585",1945,33,540,8,15,339,17,9
"3586",2175,33,340,8,17,339,17,2
"3587",3129,100,527,16,15,339,17,7
"3588",1625,33,240,4,14,339,17,9
"3589",2355,66,340,8,15,339,17,4
"3590",1925,33,340,4,17,339,17,2
"3591",3090,100,528,16,15,339,17,7
"3592",2299,66,340,16,15,339,17,4
"3593",3099,100,527,16,15,339,17,7
"3594",2490,33,528,16,15,339,17,5
"3595",2615,100,530,8,15,339,17,4
"3596",2189,33,212,4,15,339,17,9
"3597",2743,100,426,8,14,339,17,4
"3598",1399,33,210,4,14,339,17,9
"3599",2699,100,450,8,15,339,17,4
"3600",1599,50,340,4,14,339,17,9
"3601",2149,66,212,4,14,339,17,4
"3602",2499,100,420,8,14,339,17,4
"3603",2495,50,528,16,14,339,17,5
"3604",2343,66,426,8,14,339,17,4
"3605",2190,50,426,8,15,339,17,4
"3606",1844,33,214,4,14,339,17,9
"3607",2690,100,426,8,15,339,17,4
"3608",1344,25,107,2,14,339,17,9
"3609",1695,50,214,4,14,339,17,9
"3610",1175,33,210,4,14,339,17,9
"3611",1995,75,214,4,14,339,17,4
"3612",1944,75,107,2,14,339,17,4
"3613",2849,66,527,16,15,339,17,7
"3614",2544,75,426,8,14,339,17,4
"3615",3659,66,424,8,17,339,17,2
"3616",1749,33,212,4,14,339,17,9
"3617",3439,66,340,8,17,339,17,2
"3618",1944,50,214,4,14,339,17,9
"3619",1990,50,420,4,14,339,17,9
"3620",3349,100,527,16,17,339,17,7
"3621",2395,75,426,8,14,339,17,4
"3622",2495,100,540,8,15,339,17,4
"3623",2615,100,340,8,17,339,17,2
"3624",3089,66,424,8,14,339,17,4
"3625",3294,100,528,16,14,339,17,7
"3626",2127,33,540,8,14,339,17,9
"3627",1444,25,107,2,14,339,17,9
"3628",2244,33,426,8,14,339,17,9
"3629",2644,50,528,16,14,339,17,5
"3630",2315,66,530,8,15,339,17,4
"3631",2665,100,540,8,15,339,17,4
"3632",3239,66,424,8,15,339,17,7
"3633",2275,66,530,8,15,339,17,4
"3634",2490,75,426,8,14,339,17,4
"3635",2427,66,540,8,15,339,17,4
"3636",2690,66,528,16,14,339,17,7
"3637",1509,25,120,4,15,339,17,9
"3638",2899,66,527,16,15,339,17,7
"3639",2195,66,426,8,14,339,17,4
"3640",2044,66,214,4,14,339,17,4
"3641",1490,33,107,2,15,339,17,9
"3642",2344,25,528,16,14,339,17,5
"3643",2894,66,528,16,14,339,17,7
"3644",2819,50,340,8,15,339,17,4
"3645",1944,25,426,8,14,339,17,9
"3646",3094,75,528,16,14,339,17,7
"3647",2095,66,425,8,15,339,17,4
"3648",1965,100,210,4,14,339,17,4
"3649",3299,66,1000,16,15,339,17,7
"3650",2090,100,107,2,15,339,17,4
"3651",2190,50,528,8,14,339,17,4
"3652",1345,33,210,4,14,339,17,9
"3653",3304,66,420,16,17,339,17,2
"3654",1499,33,210,4,14,339,17,9
"3655",1725,33,340,4,17,339,17,2
"3656",2290,66,426,8,15,339,17,4
"3657",2115,33,530,8,15,339,17,9
"3658",1690,33,214,4,15,339,17,9
"3659",1595,33,214,4,14,339,17,9
"3660",1595,33,340,8,14,339,17,9
"3661",1675,33,425,8,15,339,17,9
"3662",1744,66,107,2,14,339,17,4
"3663",3379,66,527,8,15,339,17,7
"3664",2744,100,426,8,14,339,17,4
"3665",1259,25,120,4,14,339,17,9
"3666",2449,100,420,8,14,339,17,4
"3667",2889,33,340,4,17,339,17,2
"3668",1744,50,107,2,14,339,17,9
"3669",1635,66,210,4,14,339,17,4
"3670",1929,25,120,4,17,339,17,2
"3671",2627,100,540,8,15,339,17,4
"3672",2744,50,420,8,17,339,17,2
"3673",1999,50,340,4,14,339,17,9
"3674",1795,66,425,8,15,339,17,4
"3675",2819,66,212,4,17,339,17,2
"3676",2890,75,528,16,15,339,17,7
"3677",1499,33,210,4,15,339,17,9
"3678",2295,66,540,8,15,339,17,4
"3679",2290,66,528,8,14,339,17,4
"3680",2690,66,528,16,15,339,17,7
"3681",1595,66,214,4,14,339,17,4
"3682",1359,25,120,4,14,339,17,9
"3683",2490,75,426,8,15,339,17,4
"3684",2490,75,528,8,14,339,17,4
"3685",1995,33,426,8,14,339,17,9
"3686",2115,33,425,8,15,339,17,9
"3687",2124,33,240,4,14,339,17,9
"3688",1795,50,420,4,14,339,17,9
"3689",3229,66,527,8,14,339,17,7
"3690",2775,100,425,8,17,339,17,2
"3691",1395,25,340,8,14,339,17,9
"3692",1899,66,340,8,15,339,17,4
"3693",1490,25,214,4,14,339,17,9
"3694",2775,66,420,16,15,339,17,7
"3695",2359,50,340,4,14,339,17,4
"3696",1544,25,214,4,14,339,17,9
"3697",2795,75,528,16,14,339,17,7
"3698",1995,33,425,8,15,339,17,9
"3699",2494,66,426,8,14,339,17,4
"3700",2970,66,420,16,15,339,17,7
"3701",2444,100,214,4,14,339,17,4
"3702",2529,100,420,8,14,339,17,4
"3703",2769,66,340,8,14,339,17,4
"3704",1544,33,107,2,14,339,17,9
